+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.6467   |
|  epoch 2  |   0.5587   |
|  epoch 3  |   0.5167   |
|  epoch 4  |   0.4989   |
|  epoch 5  |   0.4865   |
|  epoch 6  |   0.4761   |
|  epoch 7  |   0.4652   |
|  epoch 8  |   0.4623   |
|  epoch 9  |   0.4551   |
|  epoch 10 |   0.4494   |
|  epoch 11 |   0.4444   |
|  epoch 12 |   0.4421   |
|  epoch 13 |   0.4366   |
|  epoch 14 |   0.4335   |
|  epoch 15 |   0.4306   |
|  epoch 16 |   0.4280   |
|  epoch 17 |   0.4200   |
|  epoch 18 |   0.4166   |
|  epoch 19 |   0.4075   |
|  epoch 20 |   0.4043   |
|  epoch 21 |   0.4020   |
|  epoch 22 |   0.3943   |
|  epoch 23 |   0.3915   |
|  epoch 24 |   0.3865   |
|  epoch 25 |   0.3815   |
|  epoch 26 |   0.3755   |
|  epoch 27 |   0.3700   |
|  epoch 28 |   0.3646   |
|  epoch 29 |   0.3611   |
|  epoch 30 |   0.3589   |
|  epoch 31 |   0.3513   |
|  epoch 32 |   0.3450   |
|  epoch 33 |   0.3436   |
|  epoch 34 |   0.3418   |
|  epoch 35 |   0.3309   |
|  epoch 36 |   0.3305   |
|  epoch 37 |   0.3222   |
|  epoch 38 |   0.3229   |
|  epoch 39 |   0.3156   |
|  epoch 40 |   0.3131   |
|  epoch 41 |   0.3073   |
|  epoch 42 |   0.2995   |
|  epoch 43 |   0.2984   |
|  epoch 44 |   0.2973   |
|  epoch 45 |   0.2904   |
|  epoch 46 |   0.2869   |
|  epoch 47 |   0.2807   |
|  epoch 48 |   0.2767   |
|  epoch 49 |   0.2704   |
|  epoch 50 |   0.2698   |
|  epoch 51 |   0.2649   |
|  epoch 52 |   0.2643   |
|  epoch 53 |   0.2600   |
|  epoch 54 |   0.2549   |
|  epoch 55 |   0.2509   |
|  epoch 56 |   0.2457   |
|  epoch 57 |   0.2475   |
|  epoch 58 |   0.2381   |
|  epoch 59 |   0.2357   |
|  epoch 60 |   0.2363   |
|  epoch 61 |   0.2366   |
|  epoch 62 |   0.2304   |
|  epoch 63 |   0.2232   |
|  epoch 64 |   0.2208   |
|  epoch 65 |   0.2207   |
|  epoch 66 |   0.2187   |
|  epoch 67 |   0.2151   |
|  epoch 68 |   0.2074   |
|  epoch 69 |   0.2071   |
|  epoch 70 |   0.2030   |
|  epoch 71 |   0.2027   |
|  epoch 72 |   0.2009   |
|  epoch 73 |   0.1980   |
|  epoch 74 |   0.1957   |
|  epoch 75 |   0.1948   |
|  epoch 76 |   0.1899   |
|  epoch 77 |   0.1825   |
|  epoch 78 |   0.1880   |
|  epoch 79 |   0.1850   |
|  epoch 80 |   0.1807   |
|  epoch 81 |   0.1753   |
|  epoch 82 |   0.1775   |
|  epoch 83 |   0.1754   |
|  epoch 84 |   0.1743   |
|  epoch 85 |   0.1716   |
|  epoch 86 |   0.1697   |
|  epoch 87 |   0.1664   |
|  epoch 88 |   0.1703   |
|  epoch 89 |   0.1588   |
|  epoch 90 |   0.1559   |
|  epoch 91 |   0.1534   |
|  epoch 92 |   0.1619   |
|  epoch 93 |   0.1566   |
|  epoch 94 |   0.1529   |
|  epoch 95 |   0.1540   |
|  epoch 96 |   0.1484   |
|  epoch 97 |   0.1463   |
|  epoch 98 |   0.1486   |
|  epoch 99 |   0.1443   |
| epoch 100 |   0.1410   |
| epoch 101 |   0.1352   |
| epoch 102 |   0.1388   |
| epoch 103 |   0.1389   |
| epoch 104 |   0.1333   |
| epoch 105 |   0.1324   |
| epoch 106 |   0.1309   |
| epoch 107 |   0.1343   |
| epoch 108 |   0.1239   |
| epoch 109 |   0.1274   |
| epoch 110 |   0.1258   |
| epoch 111 |   0.1208   |
| epoch 112 |   0.1217   |
| epoch 113 |   0.1209   |
| epoch 114 |   0.1216   |
| epoch 115 |   0.1180   |
| epoch 116 |   0.1172   |
| epoch 117 |   0.1152   |
| epoch 118 |   0.1151   |
| epoch 119 |   0.1129   |
| epoch 120 |   0.1183   |
| epoch 121 |   0.1083   |
| epoch 122 |   0.1073   |
| epoch 123 |   0.1073   |
| epoch 124 |   0.1111   |
| epoch 125 |   0.1063   |
| epoch 126 |   0.1084   |
| epoch 127 |   0.1048   |
| epoch 128 |   0.1040   |
| epoch 129 |   0.1004   |
| epoch 130 |   0.0973   |
| epoch 131 |   0.1025   |
| epoch 132 |   0.0991   |
| epoch 133 |   0.1029   |
| epoch 134 |   0.0957   |
| epoch 135 |   0.0966   |
| epoch 136 |   0.0905   |
| epoch 137 |   0.0922   |
| epoch 138 |   0.0920   |
| epoch 139 |   0.0917   |
| epoch 140 |   0.0928   |
| epoch 141 |   0.0903   |
| epoch 142 |   0.0887   |
| epoch 143 |   0.0889   |
| epoch 144 |   0.0853   |
| epoch 145 |   0.0859   |
| epoch 146 |   0.0868   |
| epoch 147 |   0.0814   |
| epoch 148 |   0.0804   |
| epoch 149 |   0.0846   |
| epoch 150 |   0.0786   |
+-----------+------------+
