+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.6155   |
|  epoch 2  |   0.5176   |
|  epoch 3  |   0.4786   |
|  epoch 4  |   0.4517   |
|  epoch 5  |   0.4389   |
|  epoch 6  |   0.4287   |
|  epoch 7  |   0.4161   |
|  epoch 8  |   0.4072   |
|  epoch 9  |   0.3934   |
|  epoch 10 |   0.3842   |
|  epoch 11 |   0.3741   |
|  epoch 12 |   0.3646   |
|  epoch 13 |   0.3481   |
|  epoch 14 |   0.3395   |
|  epoch 15 |   0.3328   |
|  epoch 16 |   0.3225   |
|  epoch 17 |   0.3142   |
|  epoch 18 |   0.2980   |
|  epoch 19 |   0.2934   |
|  epoch 20 |   0.2855   |
|  epoch 21 |   0.2702   |
|  epoch 22 |   0.2677   |
|  epoch 23 |   0.2603   |
|  epoch 24 |   0.2478   |
|  epoch 25 |   0.2459   |
|  epoch 26 |   0.2419   |
|  epoch 27 |   0.2301   |
|  epoch 28 |   0.2256   |
|  epoch 29 |   0.2203   |
|  epoch 30 |   0.2134   |
|  epoch 31 |   0.2107   |
|  epoch 32 |   0.2018   |
|  epoch 33 |   0.1992   |
|  epoch 34 |   0.1930   |
|  epoch 35 |   0.1908   |
|  epoch 36 |   0.1873   |
|  epoch 37 |   0.1777   |
|  epoch 38 |   0.1719   |
|  epoch 39 |   0.1708   |
|  epoch 40 |   0.1706   |
|  epoch 41 |   0.1608   |
|  epoch 42 |   0.1605   |
|  epoch 43 |   0.1571   |
|  epoch 44 |   0.1492   |
|  epoch 45 |   0.1460   |
|  epoch 46 |   0.1461   |
|  epoch 47 |   0.1461   |
|  epoch 48 |   0.1329   |
|  epoch 49 |   0.1387   |
|  epoch 50 |   0.1299   |
|  epoch 51 |   0.1342   |
|  epoch 52 |   0.1293   |
|  epoch 53 |   0.1228   |
|  epoch 54 |   0.1209   |
|  epoch 55 |   0.1236   |
|  epoch 56 |   0.1203   |
|  epoch 57 |   0.1135   |
|  epoch 58 |   0.1152   |
|  epoch 59 |   0.1169   |
|  epoch 60 |   0.1097   |
|  epoch 61 |   0.1027   |
|  epoch 62 |   0.1037   |
|  epoch 63 |   0.1021   |
|  epoch 64 |   0.1044   |
|  epoch 65 |   0.1002   |
|  epoch 66 |   0.0943   |
|  epoch 67 |   0.0999   |
|  epoch 68 |   0.1024   |
|  epoch 69 |   0.0963   |
|  epoch 70 |   0.0877   |
|  epoch 71 |   0.0865   |
|  epoch 72 |   0.0879   |
|  epoch 73 |   0.0869   |
|  epoch 74 |   0.0860   |
|  epoch 75 |   0.0854   |
|  epoch 76 |   0.0850   |
|  epoch 77 |   0.0818   |
|  epoch 78 |   0.0848   |
|  epoch 79 |   0.0791   |
|  epoch 80 |   0.0765   |
|  epoch 81 |   0.0745   |
|  epoch 82 |   0.0717   |
|  epoch 83 |   0.0762   |
|  epoch 84 |   0.0753   |
|  epoch 85 |   0.0753   |
|  epoch 86 |   0.0704   |
|  epoch 87 |   0.0673   |
|  epoch 88 |   0.0703   |
|  epoch 89 |   0.0681   |
|  epoch 90 |   0.0691   |
|  epoch 91 |   0.0696   |
|  epoch 92 |   0.0652   |
|  epoch 93 |   0.0683   |
|  epoch 94 |   0.0657   |
|  epoch 95 |   0.0668   |
|  epoch 96 |   0.0630   |
|  epoch 97 |   0.0587   |
|  epoch 98 |   0.0638   |
|  epoch 99 |   0.0567   |
| epoch 100 |   0.0540   |
| epoch 101 |   0.0638   |
| epoch 102 |   0.0578   |
| epoch 103 |   0.0583   |
| epoch 104 |   0.0632   |
| epoch 105 |   0.0525   |
| epoch 106 |   0.0555   |
| epoch 107 |   0.0546   |
| epoch 108 |   0.0565   |
| epoch 109 |   0.0540   |
| epoch 110 |   0.0503   |
| epoch 111 |   0.0560   |
| epoch 112 |   0.0492   |
| epoch 113 |   0.0493   |
| epoch 114 |   0.0545   |
| epoch 115 |   0.0483   |
| epoch 116 |   0.0503   |
| epoch 117 |   0.0502   |
| epoch 118 |   0.0474   |
| epoch 119 |   0.0508   |
| epoch 120 |   0.0469   |
| epoch 121 |   0.0458   |
| epoch 122 |   0.0488   |
| epoch 123 |   0.0420   |
| epoch 124 |   0.0464   |
| epoch 125 |   0.0422   |
| epoch 126 |   0.0428   |
| epoch 127 |   0.0457   |
| epoch 128 |   0.0399   |
| epoch 129 |   0.0401   |
| epoch 130 |   0.0455   |
| epoch 131 |   0.0430   |
| epoch 132 |   0.0385   |
| epoch 133 |   0.0432   |
| epoch 134 |   0.0438   |
| epoch 135 |   0.0454   |
| epoch 136 |   0.0446   |
| epoch 137 |   0.0403   |
| epoch 138 |   0.0408   |
| epoch 139 |   0.0408   |
| epoch 140 |   0.0406   |
| epoch 141 |   0.0416   |
| epoch 142 |   0.0388   |
| epoch 143 |   0.0407   |
| epoch 144 |   0.0358   |
| epoch 145 |   0.0353   |
| epoch 146 |   0.0358   |
| epoch 147 |   0.0373   |
| epoch 148 |   0.0346   |
| epoch 149 |   0.0374   |
| epoch 150 |   0.0315   |
+-----------+------------+
