+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.6375   |
|  epoch 2  |   0.5492   |
|  epoch 3  |   0.5158   |
|  epoch 4  |   0.4995   |
|  epoch 5  |   0.4875   |
|  epoch 6  |   0.4767   |
|  epoch 7  |   0.4693   |
|  epoch 8  |   0.4631   |
|  epoch 9  |   0.4588   |
|  epoch 10 |   0.4513   |
|  epoch 11 |   0.4465   |
|  epoch 12 |   0.4420   |
|  epoch 13 |   0.4381   |
|  epoch 14 |   0.4337   |
|  epoch 15 |   0.4314   |
|  epoch 16 |   0.4237   |
|  epoch 17 |   0.4206   |
|  epoch 18 |   0.4168   |
|  epoch 19 |   0.4113   |
|  epoch 20 |   0.4062   |
|  epoch 21 |   0.3978   |
|  epoch 22 |   0.3970   |
|  epoch 23 |   0.3921   |
|  epoch 24 |   0.3857   |
|  epoch 25 |   0.3858   |
|  epoch 26 |   0.3776   |
|  epoch 27 |   0.3775   |
|  epoch 28 |   0.3702   |
|  epoch 29 |   0.3676   |
|  epoch 30 |   0.3659   |
|  epoch 31 |   0.3635   |
|  epoch 32 |   0.3559   |
|  epoch 33 |   0.3515   |
|  epoch 34 |   0.3479   |
|  epoch 35 |   0.3473   |
|  epoch 36 |   0.3376   |
|  epoch 37 |   0.3373   |
|  epoch 38 |   0.3271   |
|  epoch 39 |   0.3213   |
|  epoch 40 |   0.3178   |
|  epoch 41 |   0.3155   |
|  epoch 42 |   0.3104   |
|  epoch 43 |   0.3068   |
|  epoch 44 |   0.3053   |
|  epoch 45 |   0.3008   |
|  epoch 46 |   0.2940   |
|  epoch 47 |   0.2919   |
|  epoch 48 |   0.2914   |
|  epoch 49 |   0.2843   |
|  epoch 50 |   0.2823   |
|  epoch 51 |   0.2761   |
|  epoch 52 |   0.2696   |
|  epoch 53 |   0.2703   |
|  epoch 54 |   0.2674   |
|  epoch 55 |   0.2643   |
|  epoch 56 |   0.2615   |
|  epoch 57 |   0.2570   |
|  epoch 58 |   0.2513   |
|  epoch 59 |   0.2479   |
|  epoch 60 |   0.2439   |
|  epoch 61 |   0.2465   |
|  epoch 62 |   0.2434   |
|  epoch 63 |   0.2364   |
|  epoch 64 |   0.2335   |
|  epoch 65 |   0.2303   |
|  epoch 66 |   0.2235   |
|  epoch 67 |   0.2302   |
|  epoch 68 |   0.2227   |
|  epoch 69 |   0.2203   |
|  epoch 70 |   0.2148   |
|  epoch 71 |   0.2169   |
|  epoch 72 |   0.2086   |
|  epoch 73 |   0.2106   |
|  epoch 74 |   0.2033   |
|  epoch 75 |   0.2031   |
|  epoch 76 |   0.1971   |
|  epoch 77 |   0.1993   |
|  epoch 78 |   0.1957   |
|  epoch 79 |   0.1921   |
|  epoch 80 |   0.1904   |
|  epoch 81 |   0.1825   |
|  epoch 82 |   0.1851   |
|  epoch 83 |   0.1835   |
|  epoch 84 |   0.1789   |
|  epoch 85 |   0.1792   |
|  epoch 86 |   0.1772   |
|  epoch 87 |   0.1718   |
|  epoch 88 |   0.1679   |
|  epoch 89 |   0.1623   |
|  epoch 90 |   0.1670   |
|  epoch 91 |   0.1605   |
|  epoch 92 |   0.1616   |
|  epoch 93 |   0.1605   |
|  epoch 94 |   0.1571   |
|  epoch 95 |   0.1503   |
|  epoch 96 |   0.1505   |
|  epoch 97 |   0.1417   |
|  epoch 98 |   0.1512   |
|  epoch 99 |   0.1439   |
| epoch 100 |   0.1468   |
| epoch 101 |   0.1403   |
| epoch 102 |   0.1464   |
| epoch 103 |   0.1406   |
| epoch 104 |   0.1357   |
| epoch 105 |   0.1377   |
| epoch 106 |   0.1312   |
| epoch 107 |   0.1288   |
| epoch 108 |   0.1298   |
| epoch 109 |   0.1306   |
| epoch 110 |   0.1285   |
| epoch 111 |   0.1213   |
| epoch 112 |   0.1206   |
| epoch 113 |   0.1200   |
| epoch 114 |   0.1199   |
| epoch 115 |   0.1217   |
| epoch 116 |   0.1198   |
| epoch 117 |   0.1138   |
| epoch 118 |   0.1177   |
| epoch 119 |   0.1182   |
| epoch 120 |   0.1110   |
| epoch 121 |   0.1146   |
| epoch 122 |   0.1110   |
| epoch 123 |   0.1094   |
| epoch 124 |   0.1146   |
| epoch 125 |   0.1012   |
| epoch 126 |   0.1049   |
| epoch 127 |   0.1033   |
| epoch 128 |   0.1058   |
| epoch 129 |   0.1003   |
| epoch 130 |   0.0972   |
| epoch 131 |   0.0985   |
| epoch 132 |   0.0971   |
| epoch 133 |   0.0968   |
| epoch 134 |   0.0909   |
| epoch 135 |   0.0963   |
| epoch 136 |   0.0935   |
| epoch 137 |   0.0931   |
| epoch 138 |   0.0909   |
| epoch 139 |   0.0843   |
| epoch 140 |   0.0897   |
| epoch 141 |   0.0865   |
| epoch 142 |   0.0844   |
| epoch 143 |   0.0875   |
| epoch 144 |   0.0843   |
| epoch 145 |   0.0840   |
| epoch 146 |   0.0839   |
| epoch 147 |   0.0888   |
| epoch 148 |   0.0802   |
| epoch 149 |   0.0821   |
| epoch 150 |   0.0785   |
+-----------+------------+
