+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.6144   |
|  epoch 2  |   0.5103   |
|  epoch 3  |   0.4648   |
|  epoch 4  |   0.4486   |
|  epoch 5  |   0.4276   |
|  epoch 6  |   0.4184   |
|  epoch 7  |   0.4046   |
|  epoch 8  |   0.3990   |
|  epoch 9  |   0.3895   |
|  epoch 10 |   0.3757   |
|  epoch 11 |   0.3683   |
|  epoch 12 |   0.3586   |
|  epoch 13 |   0.3438   |
|  epoch 14 |   0.3361   |
|  epoch 15 |   0.3261   |
|  epoch 16 |   0.3200   |
|  epoch 17 |   0.3062   |
|  epoch 18 |   0.2994   |
|  epoch 19 |   0.2929   |
|  epoch 20 |   0.2846   |
|  epoch 21 |   0.2779   |
|  epoch 22 |   0.2695   |
|  epoch 23 |   0.2661   |
|  epoch 24 |   0.2620   |
|  epoch 25 |   0.2516   |
|  epoch 26 |   0.2442   |
|  epoch 27 |   0.2424   |
|  epoch 28 |   0.2368   |
|  epoch 29 |   0.2281   |
|  epoch 30 |   0.2323   |
|  epoch 31 |   0.2175   |
|  epoch 32 |   0.2143   |
|  epoch 33 |   0.2076   |
|  epoch 34 |   0.2075   |
|  epoch 35 |   0.2009   |
|  epoch 36 |   0.1989   |
|  epoch 37 |   0.1902   |
|  epoch 38 |   0.1873   |
|  epoch 39 |   0.1858   |
|  epoch 40 |   0.1814   |
|  epoch 41 |   0.1699   |
|  epoch 42 |   0.1727   |
|  epoch 43 |   0.1628   |
|  epoch 44 |   0.1670   |
|  epoch 45 |   0.1617   |
|  epoch 46 |   0.1620   |
|  epoch 47 |   0.1562   |
|  epoch 48 |   0.1489   |
|  epoch 49 |   0.1568   |
|  epoch 50 |   0.1442   |
|  epoch 51 |   0.1471   |
|  epoch 52 |   0.1383   |
|  epoch 53 |   0.1383   |
|  epoch 54 |   0.1366   |
|  epoch 55 |   0.1295   |
|  epoch 56 |   0.1317   |
|  epoch 57 |   0.1301   |
|  epoch 58 |   0.1235   |
|  epoch 59 |   0.1251   |
|  epoch 60 |   0.1207   |
|  epoch 61 |   0.1190   |
|  epoch 62 |   0.1191   |
|  epoch 63 |   0.1133   |
|  epoch 64 |   0.1099   |
|  epoch 65 |   0.1145   |
|  epoch 66 |   0.1131   |
|  epoch 67 |   0.1113   |
|  epoch 68 |   0.1041   |
|  epoch 69 |   0.1003   |
|  epoch 70 |   0.0974   |
|  epoch 71 |   0.0960   |
|  epoch 72 |   0.0976   |
|  epoch 73 |   0.1003   |
|  epoch 74 |   0.1014   |
|  epoch 75 |   0.1010   |
|  epoch 76 |   0.0914   |
|  epoch 77 |   0.0910   |
|  epoch 78 |   0.0958   |
|  epoch 79 |   0.0882   |
|  epoch 80 |   0.0923   |
|  epoch 81 |   0.0883   |
|  epoch 82 |   0.0899   |
|  epoch 83 |   0.0844   |
|  epoch 84 |   0.0800   |
|  epoch 85 |   0.0861   |
|  epoch 86 |   0.0846   |
|  epoch 87 |   0.0850   |
|  epoch 88 |   0.0785   |
|  epoch 89 |   0.0808   |
|  epoch 90 |   0.0724   |
|  epoch 91 |   0.0762   |
|  epoch 92 |   0.0762   |
|  epoch 93 |   0.0731   |
|  epoch 94 |   0.0748   |
|  epoch 95 |   0.0723   |
|  epoch 96 |   0.0726   |
|  epoch 97 |   0.0744   |
|  epoch 98 |   0.0736   |
|  epoch 99 |   0.0650   |
| epoch 100 |   0.0644   |
| epoch 101 |   0.0687   |
| epoch 102 |   0.0691   |
| epoch 103 |   0.0681   |
| epoch 104 |   0.0624   |
| epoch 105 |   0.0631   |
| epoch 106 |   0.0664   |
| epoch 107 |   0.0618   |
| epoch 108 |   0.0652   |
| epoch 109 |   0.0619   |
| epoch 110 |   0.0598   |
| epoch 111 |   0.0596   |
| epoch 112 |   0.0640   |
| epoch 113 |   0.0612   |
| epoch 114 |   0.0545   |
| epoch 115 |   0.0554   |
| epoch 116 |   0.0568   |
| epoch 117 |   0.0615   |
| epoch 118 |   0.0556   |
| epoch 119 |   0.0523   |
| epoch 120 |   0.0526   |
| epoch 121 |   0.0531   |
| epoch 122 |   0.0526   |
| epoch 123 |   0.0549   |
| epoch 124 |   0.0500   |
| epoch 125 |   0.0537   |
| epoch 126 |   0.0564   |
| epoch 127 |   0.0498   |
| epoch 128 |   0.0491   |
| epoch 129 |   0.0512   |
| epoch 130 |   0.0456   |
| epoch 131 |   0.0460   |
| epoch 132 |   0.0498   |
| epoch 133 |   0.0470   |
| epoch 134 |   0.0502   |
| epoch 135 |   0.0502   |
| epoch 136 |   0.0450   |
| epoch 137 |   0.0491   |
| epoch 138 |   0.0483   |
| epoch 139 |   0.0480   |
| epoch 140 |   0.0499   |
| epoch 141 |   0.0439   |
| epoch 142 |   0.0414   |
| epoch 143 |   0.0449   |
| epoch 144 |   0.0374   |
| epoch 145 |   0.0410   |
| epoch 146 |   0.0442   |
| epoch 147 |   0.0461   |
| epoch 148 |   0.0395   |
| epoch 149 |   0.0458   |
| epoch 150 |   0.0420   |
+-----------+------------+
