Epoch	Time(sec)	Loss_train	val_AUROC	val_AUPRC	val_F1	val_Sensitivity	val_Specificity	val_Accuracy	test_AUROC	test_AUPRC	test_F1	test_Sensitivity	test_Specificity	test_Accuracy
1	107.97033139993437	13063.128254871815	0.6012264220363512	0.6063909312658912	0.5584307178631052	0.5669491525423729	0.6041968162083936	0.5870413739266198	0.6354970350114765	0.6216942965109109	0.5738758029978587	0.6113138686131386	0.5760059612518629	0.5918785890073831
1	107.20076929987408	13078.324891610071	0.5996970737570213	0.6045422948978778	0.5587275693311582	0.5805084745762712	0.5752532561505065	0.5776736924277908	0.6316407992211212	0.6189493604051949	0.5716083036275948	0.6218065693430657	0.5476900149031296	0.5810090237899918
2	214.67514559999108	12158.593157562427	0.6155556305035689	0.6269233973424979	0.5452881976212259	0.5050847457627119	0.703328509406657	0.6120218579234973	0.6463971582070556	0.6375115954819921	0.5659042678613535	0.5474452554744526	0.6836810730253353	0.622436423297785
2	213.78252639994025	12169.630829571746	0.6131070789079938	0.626289014765219	0.5406633348477965	0.5042372881355932	0.6917510853835022	0.6053864168618267	0.645554862825938	0.6377408795864772	0.5633802816901409	0.5474452554744526	0.676602086438152	0.6185397867104184
3	322.3598912998568	11783.315538380528	0.6132941082685374	0.6317350037052243	0.5362530413625304	0.4669491525423729	0.7655571635311144	0.6280249804839969	0.6489753758417005	0.6436867825342641	0.5527180783817952	0.49863138686131386	0.7503725782414307	0.6372026251025431
3	323.8022171999328	11791.206146822165	0.6145229831489611	0.6334265500352324	0.5472404115996258	0.4957627118644068	0.7301013024602026	0.6221701795472288	0.6485020892936787	0.6432663846111539	0.568121533638775	0.5374087591240876	0.7105067064083458	0.6326907301066448
4	429.1053680998739	11621.127365555149	0.6230656258431652	0.6405252904969374	0.5418060200668896	0.48050847457627116	0.7496382054992764	0.6256830601092896	0.6515467096174139	0.6494508682996717	0.5675340768277571	0.5223540145985401	0.7399403874813711	0.6421246923707957
4	428.5114464999642	11611.108925167733	0.6254706394564498	0.6441346124560194	0.5458913983661701	0.48135593220338985	0.7590448625180898	0.6311475409836066	0.6509121198070208	0.6508803986297682	0.5644961624164397	0.5200729927007299	0.7365871833084948	0.639253486464315
5	540.357837599935	11490.290276191197	0.6224211410630626	0.6413181107513106	0.5695708712613784	0.5567796610169492	0.6599131693198264	0.6124121779859485	0.650752941192468	0.6494272399161385	0.5836330935251799	0.5921532846715328	0.643070044709389	0.6201804757998359
5	536.8211922999471	11481.195646678098	0.6223901739066448	0.640468972105745	0.5658578856152513	0.5533898305084746	0.6562952243125905	0.6088992974238876	0.6508601084284269	0.6496132436717763	0.579242322349249	0.5894160583941606	0.6359910581222057	0.6150533223954061
6	646.9749382999726	11393.709945532959	0.6269153646152714	0.6449646751478598	0.5621162021728862	0.5042372881355932	0.7525325615050651	0.6381733021077284	0.6547394603870462	0.6514948206878834	0.5788315815204107	0.5401459854014599	0.7336065573770492	0.646636587366694
6	643.876525499858	11397.598938970477	0.6265425323162207	0.6465671536917015	0.5513059701492538	0.5008474576271187	0.7301013024602026	0.624512099921936	0.6522942457058318	0.6517322004551486	0.5797450084195334	0.5497262773722628	0.7168405365126677	0.6417145200984413
7	754.0956528999377	11311.794134437107	0.630162010351002	0.649015502299152	0.5719344842850819	0.5474576271186441	0.6866859623733719	0.62256049960968	0.6544836527897135	0.6544399494182003	0.5896139705882353	0.5853102189781022	0.6732488822652757	0.6337161607875308
7	751.1929291000124	11322.223248134716	0.6322153474453629	0.6492067549962257	0.5692377086152458	0.5347457627118644	0.7062228654124457	0.6272443403590945	0.652161667681965	0.6529018278108712	0.586554228156477	0.5711678832116789	0.6926229508196722	0.6380229696472518
8	859.0175485999789	11270.836905106611	0.6272323947116681	0.6479983072319919	0.5560204556020456	0.5067796610169492	0.7301013024602026	0.6272443403590945	0.653382405332492	0.6530519362701923	0.5789220404234842	0.5488138686131386	0.716467958271237	0.6410992616899097
8	857.4625607000198	11293.067988455849	0.6277269493978268	0.6484861847865336	0.5663797009515179	0.5296610169491526	0.7091172214182344	0.6264637002341921	0.652636483976416	0.6543678526516139	0.5812206572769953	0.5647810218978102	0.6907600596125186	0.6341263330598852
9	966.0506052998826	11242.009133854881	0.6285121661066007	0.648184638498564	0.5743362831858407	0.55	0.6881331403762663	0.624512099921936	0.6539025191184309	0.6540965622412718	0.586246287411469	0.5853102189781022	0.6639344262295082	0.6285890073831009
9	966.8392540998757	11253.470421970473	0.6265624616743114	0.6475564658896031	0.5683836589698046	0.5423728813559322	0.6874095513748191	0.6206088992974239	0.6520236505596833	0.6535640449600993	0.5846366145354186	0.5798357664233577	0.6702682563338301	0.6296144380639869
10	1073.817177799996	11029.059378172504	0.627158502783978	0.649067659561718	0.5671641791044776	0.5313559322033898	0.7076700434153401	0.6264637002341921	0.654960253788332	0.655661142058275	0.5866977829638274	0.5734489051094891	0.6885245901639344	0.6367924528301887
10	1073.1414171999786	11043.79661024292	0.6275543304962103	0.650556234858837	0.5735093309057806	0.5338983050847458	0.7199710564399421	0.6342701014832163	0.6512568226690744	0.6552530489744823	0.5844855870635106	0.5688868613138686	0.6915052160953801	0.6363822805578343
11	1181.8116518000606	10980.948357848916	0.6271214035173784	0.648526412402601	0.5719282903366856	0.5542372881355933	0.6722141823444283	0.6178766588602654	0.6538180431211722	0.6548759657062413	0.5942028985507246	0.5985401459854015	0.6602086438152012	0.6324856439704676
11	1180.8801473998465	11002.686247886159	0.6266572027766195	0.6486488602217009	0.5697879858657244	0.5466101694915254	0.6823444283646889	0.6198282591725215	0.651103253124762	0.6544492456528588	0.5876972330208096	0.5862226277372263	0.6661698956780924	0.6302296964725185
12	1290.198206299916	10956.38179794792	0.6283033677549118	0.6505119098895955	0.5642661804922516	0.5245762711864407	0.7141823444283647	0.6268540202966433	0.6528308467588413	0.6542208452114225	0.5876508161816891	0.5666058394160584	0.7045454545454546	0.6425348646431501
12	1288.3353391999844	10971.689569542417	0.6279069268316613	0.650158118438334	0.5714285714285714	0.5338983050847458	0.7141823444283647	0.6311475409836066	0.6501087479739358	0.6546212309734469	0.5846081430924923	0.5666058394160584	0.6963487332339792	0.6380229696472518
13	1396.9066282000858	10922.472510707215	0.6281439328901861	0.6505851294709739	0.570273911091154	0.538135593220339	0.7018813314037626	0.6264637002341921	0.6520914693180458	0.6526113986375808	0.5898980537534755	0.5807481751824818	0.6829359165424739	0.6369975389663659
13	1396.155097699957	10939.084100152017	0.624884716328583	0.6496741489432161	0.5719329214474845	0.5491525423728814	0.683068017366136	0.6213895394223263	0.6493255178021691	0.6547569019899491	0.5904805702460336	0.5857664233576643	0.6747391952309985	0.6347415914684167
14	1506.5191160000395	10906.968452867935	0.6274540704947387	0.6514328361823712	0.5672990063233966	0.5322033898305085	0.7062228654124457	0.6260733801717409	0.6540729158734648	0.6556297402810756	0.5920374707259953	0.5766423357664233	0.6967213114754098	0.6427399507793273
14	1504.9022337999195	10911.025461300975	0.6265480512153843	0.6502529467452802	0.5649560795191864	0.5177966101694915	0.7308248914616498	0.6327088212334114	0.6503414394030046	0.6559807834740742	0.5857760691975012	0.5561131386861314	0.720193740685544	0.6464315012305168
15	1611.96212869999	10899.83636686462	0.6292345286860114	0.6526217698612872	0.5718096931969764	0.5449152542372881	0.6917510853835022	0.6241217798594848	0.6541619811100112	0.6558258844142927	0.5961671669360424	0.5889598540145985	0.684053651266766	0.6413043478260869
15	1610.0735136999283	10906.736855933443	0.6261657141455518	0.651532010569188	0.5682125168842863	0.5347457627118644	0.703328509406657	0.6256830601092896	0.6507623746287815	0.6561744916655385	0.5870530497779856	0.572992700729927	0.690387481371088	0.6376127973748975
16	1720.8914133000653	10862.933792456053	0.6273706737962668	0.6497904756153564	0.5779304422498927	0.5703389830508474	0.6555716353111433	0.6163153786104606	0.6538118391495426	0.6567962843426568	0.5956014362657092	0.6053832116788321	0.6508941877794336	0.6304347826086957
16	1719.380375499837	10882.240329138469	0.6271440923250509	0.6508744528389013	0.5776824034334764	0.5703389830508474	0.6548480463096961	0.6159250585480094	0.650920703384207	0.655693734210048	0.5923111309789897	0.604470802919708	0.6434426229508197	0.6259228876127974
17	1826.575153300073	10846.446047325386	0.6267755525031273	0.6502431180336075	0.5726872246696035	0.5508474576271186	0.6816208393632417	0.6213895394223263	0.6520638488964069	0.6541007433470566	0.5936784241868988	0.5912408759124088	0.672876304023845	0.6361771944216571
17	1825.0120063000359	10861.05028161942	0.625736773038338	0.6505690645530756	0.5742049469964664	0.5508474576271186	0.6859623733719248	0.6237314597970336	0.6494489173474605	0.6551794547454666	0.5905420991926182	0.583941605839416	0.6784649776453056	0.6359721082854799
18	1933.6508380000014	10828.81497925357	0.6235758174102872	0.6498026563152453	0.5621821544151642	0.5152542372881356	0.7286541244573083	0.6303669008587042	0.6507978987403048	0.6544270966018937	0.5829920501084076	0.552007299270073	0.7209388971684053	0.6449958982772764
18	1932.9676173999906	10847.979616895085	0.627612278937428	0.6536791438329226	0.575591985428051	0.535593220338983	0.7221418234442837	0.6362217017954723	0.6497207022963873	0.6544041123678659	0.5888493475682087	0.5661496350364964	0.7086438152011922	0.644585726004922
19	2041.6342726999428	10804.58716262551	0.626602933601511	0.6509248278081387	0.5734084019055868	0.5610169491525424	0.6620839363241678	0.6155347384855582	0.6521163701904772	0.6541176006949666	0.5926928281461434	0.5994525547445255	0.65424739195231	0.6296144380639869
19	2038.9521923998836	10825.26902535255	0.6276245431577915	0.6509465762312046	0.5740740740740741	0.5516949152542373	0.6837916063675832	0.6229508196721312	0.6488421179305318	0.6532047644116108	0.5918931368033165	0.5862226277372263	0.6777198211624441	0.6365873666940115
20	2147.26426779991	10688.817796195857	0.6228194216193677	0.6483003897594918	0.5748502994011976	0.5694915254237288	0.6483357452966715	0.6120218579234973	0.6505912979864458	0.6524453120814113	0.5941255006675568	0.6090328467153284	0.6397168405365127	0.6259228876127974
20	2146.480500199832	10710.928247890435	0.6259937084549536	0.6509248065568565	0.5815542271562767	0.5771186440677966	0.6519536903039074	0.6174863387978142	0.6467758554342032	0.6528100224276018	0.59166852305636	0.6058394160583942	0.6389716840536512	0.6240771123872026
21	2255.636254800018	10668.048471859423	0.6233688586916529	0.6501186673584448	0.5755208333333334	0.561864406779661	0.6664254703328509	0.6182669789227166	0.6495254896548349	0.6524305829423411	0.5925589836660617	0.5958029197080292	0.6609538002980626	0.6316652994257588
21	2253.833796299994	10686.128446471412	0.6271355073707964	0.6531031429840102	0.5752946311654299	0.5584745762711865	0.6729377713458755	0.6202185792349727	0.6477616070360177	0.6536706830742942	0.5929808568824065	0.593521897810219	0.6665424739195231	0.6337161607875308
22	2362.5429636999033	10648.905764750903	0.6248574284382742	0.64992078281505	0.5734767025089605	0.5423728813559322	0.7018813314037626	0.6284153005464481	0.6501571899441949	0.6520746037454155	0.5903474003264164	0.5775547445255474	0.690387481371088	0.6396636587366694
22	2359.7906897000503	10669.091989221983	0.6274044004022664	0.6521899553756358	0.5770925110132159	0.5550847457627118	0.6852387843704776	0.6252927400468384	0.6485843556572063	0.6533129744243737	0.591705069124424	0.5857664233576643	0.6780923994038748	0.6365873666940115
23	2472.099926199997	10635.058850612026	0.6235390247491968	0.6504815048304846	0.5728155339805825	0.55	0.6837916063675832	0.6221701795472288	0.6503856320776269	0.6528689280490845	0.5937716262975778	0.5871350364963503	0.6810730253353204	0.6388433141919606
23	2469.197185799945	10658.965272796806	0.6264686403885305	0.65320674009565	0.5783879539415412	0.5533898305084746	0.6924746743849494	0.6284153005464481	0.647840134019385	0.6528821104385001	0.5930205685232263	0.5853102189781022	0.6825633383010432	0.6388433141919606
24	2577.5132184000686	10628.151501311455	0.6251634207363438	0.6521800605885274	0.5774526678141136	0.5686440677966101	0.6577424023154848	0.6167056986729118	0.6513339048919251	0.6545752496926173	0.5928747479274031	0.603558394160584	0.646795827123696	0.6273584905660378
24	2574.680551199941	10645.778516003396	0.6270775589295788	0.6540035254206836	0.5813850904278782	0.5584745762711865	0.6903039073806078	0.6295862607338018	0.6483721458331067	0.6531331019925483	0.5909926470588235	0.5866788321167883	0.6743666169895678	0.6349466776045939
25	2687.588701099856	10611.597567372257	0.6222859280335549	0.6497334715233989	0.5726495726495726	0.5677966101694916	0.6454413892908828	0.60967993754879	0.6501186063398131	0.653459579999029	0.5945345478782493	0.6104014598540146	0.6382265275707899	0.6257178014766202
25	2686.5749892999884	10622.57320813695	0.626557862591675	0.6540280627703827	0.5779896013864818	0.5652542372881356	0.6664254703328509	0.6198282591725215	0.6481451484601912	0.6536441911946161	0.5947166403251298	0.6008211678832117	0.6572280178837556	0.631870385561936
26	2793.532359099947	10611.248449427076	0.6202871667198115	0.6489951638540401	0.5580524344569289	0.5050847457627119	0.7395079594790159	0.6315378610460578	0.6493720900823479	0.6534238229316371	0.5840621963070942	0.5483576642335767	0.7309985096870343	0.6488925348646432
26	2794.0011505999137	10630.073775681201	0.6254500968873409	0.65350060969712	0.5815412186379928	0.55	0.7083936324167872	0.6354410616705699	0.6475252612127014	0.6540883721480651	0.5927306616961789	0.5802919708029197	0.6915052160953801	0.6415094339622641
27	2900.8707548000384	10604.650363211986	0.6224870612475165	0.6497981812043637	0.5721716514954487	0.559322033898305	0.6620839363241678	0.6147540983606558	0.6492072174116418	0.6527894269857187	0.590060715088824	0.5985401459854015	0.6486587183308494	0.6261279737489746
27	2902.4282420000527	10617.372505732812	0.6250815570654173	0.6497370881002151	0.5827307528711186	0.5805084745762712	0.6483357452966715	0.617096018735363	0.647333872937222	0.6515526312280857	0.593265396544085	0.6108576642335767	0.6337555886736215	0.623461853978671
28	3008.8940636999905	10584.719519854058	0.622809916848586	0.6513650901271583	0.5720486111111112	0.5584745762711865	0.6635311143270622	0.615144418423107	0.6486075568113829	0.653191861292729	0.5903560162235241	0.5976277372262774	0.6512667660208644	0.6271534044298606
28	3009.4935930999927	10604.898116647732	0.6263242291937501	0.6544445655132509	0.581174438687392	0.5703389830508474	0.6649782923299565	0.6213895394223263	0.6475304453533782	0.6540475594123878	0.5927092709270927	0.6008211678832117	0.6516393442622951	0.6287940935192781
29	3115.4578907999676	10577.9521216203	0.6221663518850107	0.6501788022314472	0.5680832610581092	0.5550847457627118	0.6591895803183792	0.6112412177985949	0.6481324855591937	0.6513917130228228	0.587917042380523	0.5948905109489051	0.6497764530551415	0.6251025430680885
29	3116.8033842998557	10602.496972314082	0.6251716990850891	0.6520915481606402	0.5832972739073994	0.5711864406779661	0.6693198263386396	0.6241217798594848	0.6465243821184201	0.6524249710531784	0.5913591359135913	0.5994525547445255	0.650521609538003	0.627563576702215
30	3224.3024106000084	10484.131306819152	0.6210634918688219	0.6499259373013921	0.5705601389491967	0.5567796610169492	0.662807525325615	0.6139734582357533	0.6483242137783242	0.652569121077237	0.5890070119882379	0.593978102189781	0.6546199701937406	0.6273584905660378
30	3223.3921298000496	10508.89252696326	0.6241755377860629	0.652116454741199	0.5847750865051903	0.5728813559322034	0.6700434153400868	0.6252927400468384	0.6466098779466316	0.6532067670470877	0.5926593109659987	0.6003649635036497	0.6523845007451565	0.6289991796554553
31	3331.214153799927	10474.007735753898	0.6207102823223527	0.6497946148369744	0.5647899910634495	0.535593220338983	0.6917510853835022	0.6198282591725215	0.648298887976329	0.6524780611073633	0.5905253283302064	0.5743613138686131	0.6970938897168405	0.6419196062346185
31	3330.3500083999243	10507.546803383157	0.624472638524369	0.6527939175487075	0.5773105562855891	0.5584745762711865	0.678726483357453	0.6233411397345824	0.6472431079824208	0.6542198715823953	0.5941136208076659	0.593978102189781	0.6687779433681073	0.6351517637407711
32	3441.274487500079	10470.437873859424	0.6202752091049571	0.6491591131154468	0.5617566331198536	0.5203389830508475	0.7163531114327062	0.6260733801717409	0.6473286887965451	0.6523252678801232	0.5886287625418061	0.5620437956204379	0.7160953800298062	0.6468416735028713
32	3438.059256499866	10498.149193360005	0.6247988667860385	0.6532395002368485	0.5747538048343778	0.5440677966101695	0.7018813314037626	0.6291959406713505	0.6474094254136434	0.6548083202477175	0.5910780669144982	0.5802919708029197	0.6870342771982116	0.6390484003281378
33	3547.618385900045	10462.151637678966	0.6209951188402953	0.6499176521263015	0.5672306322350846	0.5398305084745763	0.6895803183791607	0.6206088992974239	0.6476018335200757	0.6525314577553302	0.5906759906759906	0.5780109489051095	0.690387481371088	0.6398687448728466
33	3544.4863843999337	10490.662582786288	0.6245281341215139	0.6524869671314932	0.5767032967032967	0.5559322033898305	0.6823444283646889	0.6241217798594848	0.647006592187279	0.6540432473934696	0.5945575120054882	0.593065693430657	0.6717585692995529	0.6363822805578343
34	3655.5555141000077	10453.16904499894	0.6206719566337168	0.6494405726664405	0.5674832962138084	0.5398305084745763	0.6903039073806078	0.6209992193598751	0.6470278386654629	0.6519521013381986	0.5883726360028018	0.5748175182481752	0.690387481371088	0.6384331419196062
34	3653.6004059000406	10484.539001026656	0.6246832765091124	0.6518095255502101	0.5735950044603033	0.5449152542372881	0.6968162083936325	0.6268540202966433	0.6466506711847444	0.6529575936074647	0.5908460471567267	0.583029197080292	0.6810730253353204	0.6369975389663659
35	3760.5678324999753	10444.042336890008	0.620910189114278	0.6493669520886813	0.5735486687036229	0.5567796610169492	0.6714905933429812	0.6186572989851679	0.6473739013021201	0.6517456915394713	0.5895505361624458	0.5894160583941606	0.6650521609538003	0.6310500410172273
35	3758.5222823000513	10477.866963940207	0.624182589712772	0.6519753266423833	0.5760917512130569	0.5533898305084746	0.6859623733719248	0.6249024199843872	0.6469389434007419	0.6535329648143131	0.593850390087196	0.5903284671532847	0.6751117734724292	0.6369975389663659
36	3868.52644279995	10433.82653043489	0.6208037970026246	0.6482734170592126	0.5695364238410596	0.5466101694915254	0.6816208393632417	0.6194379391100703	0.6481332504324083	0.6522245959979841	0.5919447640966629	0.5866788321167883	0.6769746646795827	0.6363822805578343
36	3867.665004499955	10471.698803105857	0.6244045721013516	0.6513373822565678	0.5804772234273319	0.5669491525423729	0.6700434153400868	0.62256049960968	0.646756988561576	0.6529808091870961	0.5935162094763092	0.5971715328467153	0.6609538002980626	0.6322805578342904
37	3973.958098199917	10430.38852788508	0.6202886997473571	0.6489591496569443	0.5651589789520824	0.5347457627118644	0.6946454413892909	0.6209992193598751	0.6470048074831116	0.6517560850730254	0.588428203326306	0.572992700729927	0.694113263785395	0.6396636587366694
37	3975.075613199966	10469.703039079439	0.6242892884299345	0.6515467458948668	0.5753668297020899	0.5483050847457627	0.6946454413892909	0.6272443403590945	0.6464855435563002	0.6527813019397892	0.5902168897092755	0.5834854014598541	0.6784649776453056	0.6357670221493027
38	4080.787071599858	10429.032619797159	0.6198643577227796	0.6471714302016478	0.5672823218997362	0.5466101694915254	0.6751085383502171	0.6159250585480094	0.6471390002393204	0.6511414316177931	0.5880727607644486	0.5825729927007299	0.6743666169895678	0.6331009023789992
38	4083.490986800054	10464.059271322563	0.6246725453162942	0.6529099810832992	0.5737051792828686	0.5491525423728814	0.6881331403762663	0.6241217798594848	0.6469125127818812	0.6532797187466897	0.5916206261510129	0.5862226277372263	0.6769746646795827	0.6361771944216571
39	4190.063944800058	10418.61996190669	0.617924158061272	0.6455988513805504	0.5709281961471103	0.5525423728813559	0.6729377713458755	0.6174863387978142	0.6456597354422531	0.6508553884081718	0.5871056241426612	0.5857664233576643	0.665424739195231	0.6296144380639869
39	4190.97476929985	10458.550561318174	0.6233930805268708	0.65301066448216	0.5776014109347443	0.5550847457627118	0.6866859623733719	0.6260733801717409	0.6469596799634493	0.6544768104045499	0.5917105564460728	0.5894160583941606	0.6710134128166915	0.6343314191960624
40	4295.801301900065	10366.071116912179	0.6178968701709633	0.6452027281507728	0.5616377392078327	0.5347457627118644	0.6845151953690304	0.6155347384855582	0.6460012088396228	0.6502004491844062	0.5862630966239814	0.5743613138686131	0.6855439642324889	0.6355619360131255
40	4299.309474000009	10410.473290808033	0.6236408177782138	0.6523794497201936	0.5759717314487632	0.5525423728813559	0.6874095513748191	0.6252927400468384	0.6469102181622375	0.6543836862134993	0.5927289461573861	0.5875912408759124	0.6773472429210134	0.6369975389663659
41	4404.8321907999925	10353.59063720284	0.6180722485221615	0.645687563060825	0.5621912887292322	0.5305084745762711	0.695369030390738	0.6194379391100703	0.6456259110489846	0.6511886714910355	0.5893402207090866	0.572536496350365	0.6974664679582713	0.6413043478260869
41	4409.18361539999	10397.773137145676	0.6235561946577056	0.6521049060152286	0.5772646536412078	0.5508474576271186	0.6946454413892909	0.6284153005464481	0.6463330788288533	0.6531529382146901	0.5908460471567267	0.583029197080292	0.6810730253353204	0.6369975389663659
42	4510.230796699878	10349.395082918461	0.6174568912654222	0.6441542155587382	0.5651194231635872	0.5313559322033898	0.7018813314037626	0.6233411397345824	0.6458223134933154	0.650860874705733	0.5874852420306966	0.5675182481751825	0.7023099850968704	0.6417145200984413
42	4516.32627459988	10396.942496771459	0.6235494493365057	0.6509045011790074	0.5767195767195767	0.5542372881355933	0.6859623733719248	0.6252927400468384	0.6467872435465097	0.6536304313167143	0.5915428571428571	0.5903284671532847	0.6687779433681073	0.6335110746513536
43	4619.056398399873	10345.292112037307	0.6180526257695798	0.6454983499514458	0.5634178905206942	0.5364406779661017	0.6859623733719248	0.617096018735363	0.6460501607253581	0.6507164014999559	0.5873571261954746	0.5743613138686131	0.6885245901639344	0.6372026251025431
43	4624.169386999914	10389.480228473432	0.6237790968628125	0.6516658109798397	0.5763308402991641	0.5550847457627118	0.683068017366136	0.6241217798594848	0.6465813226799525	0.6534207484678484	0.5920511649154865	0.5912408759124088	0.6684053651266766	0.6337161607875308
44	4727.745580199873	10341.864861192647	0.6169240108906278	0.6441526798143768	0.5611967361740707	0.5245762711864407	0.7054992764109985	0.6221701795472288	0.6455181489116364	0.6507029388501908	0.589044344320607	0.5666058394160584	0.7082712369597616	0.644585726004922
44	4730.395233399933	10386.625561816618	0.6243950673305698	0.6525425033779461	0.5771632471008028	0.5483050847457627	0.6997105643994211	0.629976580796253	0.6467347222524394	0.6532936596355976	0.5890824622531939	0.5784671532846716	0.6851713859910581	0.6372026251025431
45	4834.658104799921	10341.901437846944	0.618273075130614	0.6454388448330157	0.565584704313028	0.5389830508474577	0.6866859623733719	0.6186572989851679	0.6456907553004014	0.6506999424859734	0.5865921787709497	0.5748175182481752	0.6855439642324889	0.6357670221493027
45	4840.641916099936	10388.002243747469	0.6242218352179352	0.6520516497686765	0.5740822644847413	0.55	0.6874095513748191	0.6241217798594848	0.6466573000859377	0.6534820054709249	0.5922018348623853	0.5889598540145985	0.6732488822652757	0.6353568498769483
46	4940.10067970003	10336.576387740206	0.6176500527361476	0.6451548623060837	0.5618279569892473	0.5313559322033898	0.6924746743849494	0.6182669789227166	0.6453307549740555	0.6499744206618907	0.5868852459016394	0.5716240875912408	0.6926229508196722	0.638228055783429
46	4946.593666799832	10383.183076936286	0.6241804434742084	0.6518200622329731	0.5785270629991127	0.5525423728813559	0.6946454413892909	0.6291959406713505	0.6463397927159594	0.65244038177478	0.5908358277688234	0.5853102189781022	0.676602086438152	0.6355619360131255
47	5046.497796299867	10329.613286392065	0.6193253452378032	0.6454291014636481	0.5607895917451772	0.5296610169491526	0.6931982633863966	0.6178766588602654	0.6460751465837022	0.6498352977469183	0.5885673959068455	0.5707116788321168	0.698956780923994	0.6413043478260869
47	5055.076262800023	10378.228642589878	0.6239921876916285	0.6512125225256478	0.5759438103599649	0.5559322033898305	0.6801736613603473	0.6229508196721312	0.646215118381977	0.6529344067303727	0.5908883826879271	0.5916970802919708	0.6643070044709389	0.6316652994257588
48	5154.0396076999605	10329.061332460493	0.6183258112781771	0.6449424743747869	0.5646743978590544	0.5364406779661017	0.6895803183791607	0.6190476190476191	0.6453863357609843	0.6498420445416593	0.5873015873015873	0.573905109489051	0.6892697466467959	0.6374077112387203
48	5161.846566699911	10376.956719073933	0.6244619073315509	0.6526754035697613	0.5739359368143923	0.5542372881355933	0.6780028943560058	0.6209992193598751	0.6467411811818072	0.6537439859310306	0.5898135516143702	0.5916970802919708	0.6613263785394933	0.6300246103363413
49	5259.5564850000665	10322.675890845247	0.6176892982413108	0.6447835814412946	0.5678793256433008	0.5423728813559322	0.6859623733719248	0.6198282591725215	0.6455506135303013	0.650624483258299	0.586046511627907	0.5748175182481752	0.684053651266766	0.6349466776045939
49	5267.708598099882	10373.18362653302	0.6233995192425617	0.6506089402829051	0.5792682926829268	0.5635593220338984	0.6736613603473227	0.6229508196721312	0.6461598775386992	0.6524966454433202	0.5924417288979407	0.5971715328467153	0.657973174366617	0.6306398687448729
50	5367.06192509993	10288.921966633294	0.6176687556722019	0.6449947533448614	0.5643786451323464	0.5330508474576271	0.6960926193921853	0.6209992193598751	0.6456556561184419	0.6503865173594866	0.5886774723984026	0.5716240875912408	0.6974664679582713	0.6408941755537325
50	5373.171657199971	10342.535657043569	0.6239268807181927	0.6516570378998201	0.5759717314487632	0.5525423728813559	0.6874095513748191	0.6252927400468384	0.6461817189182721	0.6525926211700068	0.5922530369012148	0.5894160583941606	0.6725037257824144	0.6351517637407711
51	5471.911162199918	10288.63479831256	0.6181262110917609	0.6446211164453638	0.5655664585191793	0.5372881355932203	0.6903039073806078	0.6198282591725215	0.6455386305166055	0.6502232411568717	0.5877131511329129	0.573905109489051	0.690387481371088	0.6380229696472518
51	5479.345462299883	10342.409427761566	0.6245223086168412	0.6518788745241488	0.5762262483429077	0.5525423728813559	0.6881331403762663	0.6256830601092896	0.6463903593340368	0.6521778724115265	0.5914003219130834	0.5866788321167883	0.6754843517138599	0.6355619360131255
52	5578.601670699893	10284.630609232932	0.61803913512718	0.6444494840992041	0.5616868550919695	0.5305084745762711	0.6939218523878437	0.6186572989851679	0.6456239563729916	0.6499935759153307	0.587875939849624	0.5707116788321168	0.6970938897168405	0.640278917145201
52	5587.582446299959	10340.501807472203	0.6243549020088793	0.6520567806527835	0.5748344370860927	0.5516949152542373	0.6859623733719248	0.6241217798594848	0.646242058916314	0.652836672871889	0.5917620137299772	0.5898722627737226	0.6702682563338301	0.6341263330598852
53	5685.255580900004	10278.702382401098	0.6178530255831637	0.6443100428371182	0.5630026809651475	0.5338983050847458	0.6903039073806078	0.6182669789227166	0.6450609247011216	0.6495099402787148	0.5886475122634899	0.5748175182481752	0.6911326378539493	0.6388433141919606
